# Created by: riboviz
# Date: 2023-04-05 11:48:55
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/rscripts/generate_stats_figs.R
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35 GMT
ORF	readcount	rpb	tpm
augustus_masked-SAKL0A-processed-gene-7.6	0	0	0
augustus_masked-SAKL0A-processed-gene-7.8	0	0	0
augustus_masked-SAKL0A-processed-gene-7.9	0	0	0
augustus_masked-SAKL0A-processed-gene-8.0	0	0	0
augustus_masked-SAKL0A-processed-gene-8.1	0	0	0
augustus_masked-SAKL0A-processed-gene-8.10	0	0	0
augustus_masked-SAKL0A-processed-gene-8.13	0	0	0
augustus_masked-SAKL0A-processed-gene-8.14	0	0	0
augustus_masked-SAKL0A-processed-gene-8.15	0	0	0
augustus_masked-SAKL0A-processed-gene-8.16	0	0	0
augustus_masked-SAKL0A-processed-gene-8.17	0	0	0
augustus_masked-SAKL0A-processed-gene-8.18	0	0	0
augustus_masked-SAKL0A-processed-gene-8.19	0	0	0
augustus_masked-SAKL0A-processed-gene-8.2	0	0	0
augustus_masked-SAKL0A-processed-gene-8.20	0	0	0
augustus_masked-SAKL0A-processed-gene-8.22	0	0	0
augustus_masked-SAKL0A-processed-gene-8.23	0	0	0
augustus_masked-SAKL0A-processed-gene-8.24	0	0	0
augustus_masked-SAKL0A-processed-gene-8.25	0	0	0
augustus_masked-SAKL0A-processed-gene-8.28	0	0	0
augustus_masked-SAKL0A-processed-gene-8.29	0	0	0
augustus_masked-SAKL0A-processed-gene-8.3	0	0	0
augustus_masked-SAKL0A-processed-gene-8.30	0	0	0
augustus_masked-SAKL0A-processed-gene-8.34	0	0	0
augustus_masked-SAKL0A-processed-gene-8.35	0	0	0
augustus_masked-SAKL0A-processed-gene-8.36	0	0	0
augustus_masked-SAKL0A-processed-gene-8.37	0	0	0
augustus_masked-SAKL0A-processed-gene-8.38	0	0	0
augustus_masked-SAKL0A-processed-gene-8.39	0	0	0
augustus_masked-SAKL0A-processed-gene-8.4	0	0	0
augustus_masked-SAKL0A-processed-gene-8.41	0	0	0
augustus_masked-SAKL0A-processed-gene-8.42	0	0	0
augustus_masked-SAKL0A-processed-gene-8.44	0	0	0
augustus_masked-SAKL0A-processed-gene-8.46	0	0	0
augustus_masked-SAKL0A-processed-gene-8.47	0	0	0
augustus_masked-SAKL0A-processed-gene-8.48	0	0	0
augustus_masked-SAKL0A-processed-gene-8.49	0	0	0
augustus_masked-SAKL0A-processed-gene-8.5	0	0	0
augustus_masked-SAKL0A-processed-gene-8.51	0	0	0
augustus_masked-SAKL0A-processed-gene-8.52	0	0	0
augustus_masked-SAKL0A-processed-gene-8.53	0	0	0
augustus_masked-SAKL0A-processed-gene-8.54	0	0	0
augustus_masked-SAKL0A-processed-gene-8.55	0	0	0
augustus_masked-SAKL0A-processed-gene-8.56	0	0	0
augustus_masked-SAKL0A-processed-gene-8.57	0	0	0
augustus_masked-SAKL0A-processed-gene-8.58	0	0	0
augustus_masked-SAKL0A-processed-gene-8.59	1	0.00102986611740474	1044.63386074205
augustus_masked-SAKL0A-processed-gene-8.6	0	0	0
augustus_masked-SAKL0A-processed-gene-8.60	0	0	0
augustus_masked-SAKL0A-processed-gene-8.61	0	0	0
augustus_masked-SAKL0A-processed-gene-8.62	0	0	0
augustus_masked-SAKL0A-processed-gene-8.63	0	0	0
augustus_masked-SAKL0A-processed-gene-8.7	0	0	0
augustus_masked-SAKL0A-processed-gene-8.8	0	0	0
augustus_masked-SAKL0A-processed-gene-8.9	0	0	0
augustus_masked-SAKL0B-processed-gene-0.100	0	0	0
augustus_masked-SAKL0B-processed-gene-0.101	0	0	0
augustus_masked-SAKL0B-processed-gene-0.102	0	0	0
augustus_masked-SAKL0B-processed-gene-0.103	0	0	0
augustus_masked-SAKL0B-processed-gene-0.106	0	0	0
augustus_masked-SAKL0B-processed-gene-0.109	0	0	0
augustus_masked-SAKL0B-processed-gene-0.110	0	0	0
augustus_masked-SAKL0B-processed-gene-0.111	0	0	0
augustus_masked-SAKL0B-processed-gene-0.112	3	0.00422535211267606	4285.94145963604
augustus_masked-SAKL0B-processed-gene-0.113	0	0	0
augustus_masked-SAKL0B-processed-gene-0.114	0	0	0
augustus_masked-SAKL0B-processed-gene-0.115	0	0	0
augustus_masked-SAKL0B-processed-gene-0.84	0	0	0
augustus_masked-SAKL0B-processed-gene-0.85	0	0	0
augustus_masked-SAKL0B-processed-gene-0.86	0	0	0
augustus_masked-SAKL0B-processed-gene-0.87	0	0	0
augustus_masked-SAKL0B-processed-gene-0.90	0	0	0
augustus_masked-SAKL0B-processed-gene-0.91	0	0	0
augustus_masked-SAKL0B-processed-gene-0.92	0	0	0
augustus_masked-SAKL0B-processed-gene-0.93	0	0	0
augustus_masked-SAKL0B-processed-gene-0.94	0	0	0
augustus_masked-SAKL0B-processed-gene-0.95	0	0	0
augustus_masked-SAKL0B-processed-gene-0.96	0	0	0
augustus_masked-SAKL0B-processed-gene-0.97	0	0	0
augustus_masked-SAKL0B-processed-gene-0.98	1	0.000346981263011797	351.956793469997
augustus_masked-SAKL0B-processed-gene-0.99	0	0	0
augustus_masked-SAKL0B-processed-gene-1.0	0	0	0
augustus_masked-SAKL0B-processed-gene-1.10	0	0	0
augustus_masked-SAKL0B-processed-gene-1.11	1	0.000686341798215511	696.183581867214
augustus_masked-SAKL0B-processed-gene-1.12	0	0	0
augustus_masked-SAKL0B-processed-gene-1.13	0	0	0
augustus_masked-SAKL0B-processed-gene-1.14	0	0	0
augustus_masked-SAKL0B-processed-gene-1.15	0	0	0
augustus_masked-SAKL0B-processed-gene-1.16	0	0	0
augustus_masked-SAKL0B-processed-gene-1.17	1	0.000702247191011236	712.317049705428
augustus_masked-SAKL0B-processed-gene-1.18	0	0	0
augustus_masked-SAKL0B-processed-gene-1.19	0	0	0
augustus_masked-SAKL0B-processed-gene-1.2	0	0	0
augustus_masked-SAKL0B-processed-gene-1.20	0	0	0
augustus_masked-SAKL0B-processed-gene-1.21	0	0	0
augustus_masked-SAKL0B-processed-gene-1.22	0	0	0
augustus_masked-SAKL0B-processed-gene-1.23	0	0	0
augustus_masked-SAKL0B-processed-gene-1.24	0	0	0
augustus_masked-SAKL0B-processed-gene-1.25	0	0	0
augustus_masked-SAKL0B-processed-gene-1.26	0	0	0
augustus_masked-SAKL0B-processed-gene-1.27	0	0	0
augustus_masked-SAKL0B-processed-gene-1.28	0	0	0
augustus_masked-SAKL0B-processed-gene-1.30	0	0	0
augustus_masked-SAKL0B-processed-gene-1.31	0	0	0
augustus_masked-SAKL0B-processed-gene-1.32	0	0	0
augustus_masked-SAKL0B-processed-gene-1.33	0	0	0
augustus_masked-SAKL0B-processed-gene-1.35	0	0	0
augustus_masked-SAKL0B-processed-gene-1.36	0	0	0
augustus_masked-SAKL0B-processed-gene-1.37	0	0	0
augustus_masked-SAKL0B-processed-gene-1.4	1	0.00151057401812689	1532.23486220624
augustus_masked-SAKL0B-processed-gene-1.5	0	0	0
augustus_masked-SAKL0B-processed-gene-1.6	0	0	0
augustus_masked-SAKL0B-processed-gene-1.7	0	0	0
augustus_masked-SAKL0B-processed-gene-1.8	0	0	0
augustus_masked-SAKL0B-processed-gene-1.9	0	0	0
augustus_masked-SAKL0B-processed-gene-10.0	0	0	0
augustus_masked-SAKL0B-processed-gene-10.1	0	0	0
augustus_masked-SAKL0B-processed-gene-10.10	0	0	0
augustus_masked-SAKL0B-processed-gene-10.13	0	0	0
augustus_masked-SAKL0B-processed-gene-10.14	0	0	0
augustus_masked-SAKL0B-processed-gene-10.15	0	0	0
augustus_masked-SAKL0B-processed-gene-10.16	0	0	0
augustus_masked-SAKL0B-processed-gene-10.17	0	0	0
augustus_masked-SAKL0B-processed-gene-10.18	0	0	0
augustus_masked-SAKL0B-processed-gene-10.2	0	0	0
augustus_masked-SAKL0B-processed-gene-10.20	0	0	0
augustus_masked-SAKL0B-processed-gene-10.21	0	0	0
augustus_masked-SAKL0B-processed-gene-10.22	1	0.0008058017727639	817.356550185762
augustus_masked-SAKL0B-processed-gene-10.23	0	0	0
augustus_masked-SAKL0B-processed-gene-10.24	0	0	0
augustus_masked-SAKL0B-processed-gene-10.25	0	0	0
augustus_masked-SAKL0B-processed-gene-10.26	0	0	0
augustus_masked-SAKL0B-processed-gene-10.29	0	0	0
augustus_masked-SAKL0B-processed-gene-10.3	0	0	0
augustus_masked-SAKL0B-processed-gene-10.31	0	0	0
augustus_masked-SAKL0B-processed-gene-10.32	0	0	0
augustus_masked-SAKL0B-processed-gene-10.33	0	0	0
augustus_masked-SAKL0B-processed-gene-10.34	0	0	0
augustus_masked-SAKL0B-processed-gene-10.35	0	0	0
augustus_masked-SAKL0B-processed-gene-10.38	0	0	0
augustus_masked-SAKL0B-processed-gene-10.4	0	0	0
augustus_masked-SAKL0B-processed-gene-10.40	3	0.00360144057623049	3653.08335695269
augustus_masked-SAKL0B-processed-gene-10.41	0	0	0
augustus_masked-SAKL0B-processed-gene-10.42	0	0	0
augustus_masked-SAKL0B-processed-gene-10.43	2	0.00113250283125708	1148.74233157478
augustus_masked-SAKL0B-processed-gene-10.44	0	0	0
augustus_masked-SAKL0B-processed-gene-10.45	0	0	0
augustus_masked-SAKL0B-processed-gene-10.46	0	0	0
augustus_masked-SAKL0B-processed-gene-10.47	0	0	0
augustus_masked-SAKL0B-processed-gene-10.49	0	0	0
augustus_masked-SAKL0B-processed-gene-10.5	0	0	0
augustus_masked-SAKL0B-processed-gene-10.6	0	0	0
augustus_masked-SAKL0B-processed-gene-10.7	1	0.00152439024390244	1546.24920545813
augustus_masked-SAKL0B-processed-gene-10.8	0	0	0
