# Created by: riboviz
# Date: 2023-04-05 13:33:17
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/rscripts/generate_stats_figs.R
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35 GMT
ORF	readcount	rpb	tpm
augustus_masked-SAKL0A-processed-gene-6.106	1	0.000423728813559322	382.756401786053
augustus_masked-SAKL0A-processed-gene-6.107	0	0	0
augustus_masked-SAKL0A-processed-gene-6.108	0	0	0
augustus_masked-SAKL0A-processed-gene-6.109	0	0	0
augustus_masked-SAKL0A-processed-gene-6.111	0	0	0
augustus_masked-SAKL0A-processed-gene-6.112	0	0	0
augustus_masked-SAKL0A-processed-gene-6.113	0	0	0
augustus_masked-SAKL0A-processed-gene-6.114	0	0	0
augustus_masked-SAKL0A-processed-gene-6.115	0	0	0
augustus_masked-SAKL0A-processed-gene-6.116	0	0	0
augustus_masked-SAKL0A-processed-gene-6.117	0	0	0
augustus_masked-SAKL0A-processed-gene-6.118	2	0.00176056338028169	1590.32589474487
augustus_masked-SAKL0A-processed-gene-6.119	0	0	0
augustus_masked-SAKL0A-processed-gene-6.120	0	0	0
augustus_masked-SAKL0A-processed-gene-6.121	0	0	0
augustus_masked-SAKL0A-processed-gene-6.122	0	0	0
augustus_masked-SAKL0A-processed-gene-6.123	0	0	0
augustus_masked-SAKL0A-processed-gene-6.124	0	0	0
augustus_masked-SAKL0A-processed-gene-6.126	0	0	0
augustus_masked-SAKL0A-processed-gene-6.127	0	0	0
augustus_masked-SAKL0A-processed-gene-6.128	0	0	0
augustus_masked-SAKL0A-processed-gene-6.129	0	0	0
augustus_masked-SAKL0A-processed-gene-6.130	0	0	0
augustus_masked-SAKL0A-processed-gene-6.131	1	0.00144508670520231	1305.35420262296
augustus_masked-SAKL0A-processed-gene-6.132	3	0.0036144578313253	3264.95822246417
augustus_masked-SAKL0A-processed-gene-6.133	0	0	0
augustus_masked-SAKL0A-processed-gene-6.134	0	0	0
augustus_masked-SAKL0A-processed-gene-6.135	0	0	0
augustus_masked-SAKL0A-processed-gene-6.136	0	0	0
augustus_masked-SAKL0A-processed-gene-6.137	0	0	0
augustus_masked-SAKL0A-processed-gene-6.138	0	0	0
augustus_masked-SAKL0A-processed-gene-6.139	0	0	0
augustus_masked-SAKL0A-processed-gene-6.141	0	0	0
augustus_masked-SAKL0A-processed-gene-6.142	0	0	0
augustus_masked-SAKL0A-processed-gene-6.143	0	0	0
augustus_masked-SAKL0A-processed-gene-6.144	0	0	0
augustus_masked-SAKL0A-processed-gene-6.145	0	0	0
augustus_masked-SAKL0A-processed-gene-6.146	0	0	0
augustus_masked-SAKL0A-processed-gene-6.147	0	0	0
augustus_masked-SAKL0A-processed-gene-6.148	0	0	0
augustus_masked-SAKL0A-processed-gene-6.149	0	0	0
augustus_masked-SAKL0A-processed-gene-6.150	1	0.000731528895391368	660.793788013962
augustus_masked-SAKL0A-processed-gene-6.151	0	0	0
augustus_masked-SAKL0A-processed-gene-6.152	0	0	0
augustus_masked-SAKL0A-processed-gene-6.153	0	0	0
augustus_masked-SAKL0A-processed-gene-6.154	1	0.000744601638123604	672.602463302372
augustus_masked-SAKL0A-processed-gene-7.0	1	0.00159744408945687	1442.97940609439
augustus_masked-SAKL0A-processed-gene-7.1	0	0	0
augustus_masked-SAKL0A-processed-gene-7.10	0	0	0
augustus_masked-SAKL0A-processed-gene-7.14	0	0	0
augustus_masked-SAKL0A-processed-gene-7.15	0	0	0
augustus_masked-SAKL0A-processed-gene-7.16	0	0	0
augustus_masked-SAKL0A-processed-gene-7.17	0	0	0
augustus_masked-SAKL0A-processed-gene-7.19	0	0	0
augustus_masked-SAKL0A-processed-gene-7.2	0	0	0
augustus_masked-SAKL0A-processed-gene-7.20	0	0	0
augustus_masked-SAKL0A-processed-gene-7.22	0	0	0
augustus_masked-SAKL0A-processed-gene-7.23	0	0	0
augustus_masked-SAKL0A-processed-gene-7.24	0	0	0
augustus_masked-SAKL0A-processed-gene-7.25	0	0	0
augustus_masked-SAKL0A-processed-gene-7.27	0	0	0
augustus_masked-SAKL0A-processed-gene-7.28	0	0	0
augustus_masked-SAKL0A-processed-gene-7.3	0	0	0
augustus_masked-SAKL0A-processed-gene-7.30	0	0	0
augustus_masked-SAKL0A-processed-gene-7.31	0	0	0
augustus_masked-SAKL0A-processed-gene-7.33	0	0	0
augustus_masked-SAKL0A-processed-gene-7.35	0	0	0
augustus_masked-SAKL0A-processed-gene-7.36	0	0	0
augustus_masked-SAKL0A-processed-gene-7.37	0	0	0
augustus_masked-SAKL0A-processed-gene-7.38	0	0	0
augustus_masked-SAKL0A-processed-gene-7.40	0	0	0
augustus_masked-SAKL0A-processed-gene-7.41	0	0	0
augustus_masked-SAKL0A-processed-gene-7.43	0	0	0
augustus_masked-SAKL0A-processed-gene-7.45	1	0.000471698113207547	426.087315195795
augustus_masked-SAKL0A-processed-gene-7.47	0	0	0
augustus_masked-SAKL0A-processed-gene-7.5	0	0	0
augustus_masked-SAKL0A-processed-gene-7.6	1	0.000811688311688312	733.202198226531
augustus_masked-SAKL0A-processed-gene-7.8	0	0	0
augustus_masked-SAKL0A-processed-gene-7.9	0	0	0
augustus_masked-SAKL0A-processed-gene-8.0	0	0	0
augustus_masked-SAKL0A-processed-gene-8.1	0	0	0
augustus_masked-SAKL0A-processed-gene-8.10	0	0	0
augustus_masked-SAKL0A-processed-gene-8.13	0	0	0
augustus_masked-SAKL0A-processed-gene-8.14	0	0	0
augustus_masked-SAKL0A-processed-gene-8.15	0	0	0
augustus_masked-SAKL0A-processed-gene-8.16	0	0	0
augustus_masked-SAKL0A-processed-gene-8.17	0	0	0
augustus_masked-SAKL0A-processed-gene-8.18	0	0	0
augustus_masked-SAKL0A-processed-gene-8.19	0	0	0
augustus_masked-SAKL0A-processed-gene-8.2	0	0	0
augustus_masked-SAKL0A-processed-gene-8.20	0	0	0
augustus_masked-SAKL0A-processed-gene-8.22	0	0	0
augustus_masked-SAKL0A-processed-gene-8.23	0	0	0
augustus_masked-SAKL0A-processed-gene-8.24	0	0	0
augustus_masked-SAKL0A-processed-gene-8.25	0	0	0
augustus_masked-SAKL0A-processed-gene-8.28	0	0	0
augustus_masked-SAKL0A-processed-gene-8.29	0	0	0
augustus_masked-SAKL0A-processed-gene-8.3	0	0	0
augustus_masked-SAKL0A-processed-gene-8.30	0	0	0
augustus_masked-SAKL0A-processed-gene-8.34	0	0	0
augustus_masked-SAKL0A-processed-gene-8.35	1	0.000723589001447178	653.621641255489
augustus_masked-SAKL0A-processed-gene-8.36	0	0	0
augustus_masked-SAKL0A-processed-gene-8.37	0	0	0
augustus_masked-SAKL0A-processed-gene-8.38	0	0	0
augustus_masked-SAKL0A-processed-gene-8.39	0	0	0
augustus_masked-SAKL0A-processed-gene-8.4	0	0	0
augustus_masked-SAKL0A-processed-gene-8.41	0	0	0
augustus_masked-SAKL0A-processed-gene-8.42	0	0	0
augustus_masked-SAKL0A-processed-gene-8.44	0	0	0
augustus_masked-SAKL0A-processed-gene-8.46	0	0	0
augustus_masked-SAKL0A-processed-gene-8.47	0	0	0
augustus_masked-SAKL0A-processed-gene-8.48	0	0	0
augustus_masked-SAKL0A-processed-gene-8.49	0	0	0
augustus_masked-SAKL0A-processed-gene-8.5	0	0	0
augustus_masked-SAKL0A-processed-gene-8.51	0	0	0
augustus_masked-SAKL0A-processed-gene-8.52	0	0	0
augustus_masked-SAKL0A-processed-gene-8.53	0	0	0
augustus_masked-SAKL0A-processed-gene-8.54	0	0	0
augustus_masked-SAKL0A-processed-gene-8.55	0	0	0
augustus_masked-SAKL0A-processed-gene-8.56	0	0	0
augustus_masked-SAKL0A-processed-gene-8.57	0	0	0
augustus_masked-SAKL0A-processed-gene-8.58	0	0	0
augustus_masked-SAKL0A-processed-gene-8.59	2	0.00205973223480947	1860.56664925867
augustus_masked-SAKL0A-processed-gene-8.6	0	0	0
augustus_masked-SAKL0A-processed-gene-8.60	0	0	0
augustus_masked-SAKL0A-processed-gene-8.61	0	0	0
augustus_masked-SAKL0A-processed-gene-8.62	0	0	0
augustus_masked-SAKL0A-processed-gene-8.63	0	0	0
augustus_masked-SAKL0A-processed-gene-8.7	0	0	0
augustus_masked-SAKL0A-processed-gene-8.8	0	0	0
augustus_masked-SAKL0A-processed-gene-8.9	0	0	0
augustus_masked-SAKL0B-processed-gene-0.100	0	0	0
augustus_masked-SAKL0B-processed-gene-0.101	0	0	0
augustus_masked-SAKL0B-processed-gene-0.102	1	0.000919117647058824	830.243665638866
augustus_masked-SAKL0B-processed-gene-0.103	0	0	0
augustus_masked-SAKL0B-processed-gene-0.106	0	0	0
augustus_masked-SAKL0B-processed-gene-0.109	0	0	0
augustus_masked-SAKL0B-processed-gene-0.110	0	0	0
augustus_masked-SAKL0B-processed-gene-0.111	0	0	0
augustus_masked-SAKL0B-processed-gene-0.112	0	0	0
augustus_masked-SAKL0B-processed-gene-0.113	0	0	0
augustus_masked-SAKL0B-processed-gene-0.114	0	0	0
augustus_masked-SAKL0B-processed-gene-0.115	0	0	0
augustus_masked-SAKL0B-processed-gene-0.84	0	0	0
augustus_masked-SAKL0B-processed-gene-0.85	0	0	0
augustus_masked-SAKL0B-processed-gene-0.86	0	0	0
augustus_masked-SAKL0B-processed-gene-0.87	0	0	0
augustus_masked-SAKL0B-processed-gene-0.90	0	0	0
augustus_masked-SAKL0B-processed-gene-0.91	0	0	0
augustus_masked-SAKL0B-processed-gene-0.92	0	0	0
augustus_masked-SAKL0B-processed-gene-0.93	0	0	0
augustus_masked-SAKL0B-processed-gene-0.94	0	0	0
augustus_masked-SAKL0B-processed-gene-0.95	0	0	0
augustus_masked-SAKL0B-processed-gene-0.96	0	0	0
augustus_masked-SAKL0B-processed-gene-0.97	0	0	0
augustus_masked-SAKL0B-processed-gene-0.98	0	0	0
augustus_masked-SAKL0B-processed-gene-0.99	0	0	0
augustus_masked-SAKL0B-processed-gene-1.0	0	0	0
augustus_masked-SAKL0B-processed-gene-1.10	0	0	0
augustus_masked-SAKL0B-processed-gene-1.11	0	0	0
augustus_masked-SAKL0B-processed-gene-1.12	0	0	0
augustus_masked-SAKL0B-processed-gene-1.13	0	0	0
augustus_masked-SAKL0B-processed-gene-1.14	0	0	0
augustus_masked-SAKL0B-processed-gene-1.15	0	0	0
augustus_masked-SAKL0B-processed-gene-1.16	0	0	0
augustus_masked-SAKL0B-processed-gene-1.17	0	0	0
augustus_masked-SAKL0B-processed-gene-1.18	0	0	0
augustus_masked-SAKL0B-processed-gene-1.19	0	0	0
augustus_masked-SAKL0B-processed-gene-1.2	0	0	0
augustus_masked-SAKL0B-processed-gene-1.20	0	0	0
augustus_masked-SAKL0B-processed-gene-1.21	0	0	0
augustus_masked-SAKL0B-processed-gene-1.22	0	0	0
augustus_masked-SAKL0B-processed-gene-1.23	0	0	0
augustus_masked-SAKL0B-processed-gene-1.24	0	0	0
augustus_masked-SAKL0B-processed-gene-1.25	0	0	0
augustus_masked-SAKL0B-processed-gene-1.26	3	0.00737100737100737	6658.26861092201
augustus_masked-SAKL0B-processed-gene-1.27	0	0	0
augustus_masked-SAKL0B-processed-gene-1.28	0	0	0
augustus_masked-SAKL0B-processed-gene-1.30	0	0	0
augustus_masked-SAKL0B-processed-gene-1.31	1	0.000873362445414847	788.912758266451
augustus_masked-SAKL0B-processed-gene-1.32	0	0	0
augustus_masked-SAKL0B-processed-gene-1.33	0	0	0
augustus_masked-SAKL0B-processed-gene-1.35	0	0	0
augustus_masked-SAKL0B-processed-gene-1.36	0	0	0
augustus_masked-SAKL0B-processed-gene-1.37	0	0	0
augustus_masked-SAKL0B-processed-gene-1.4	0	0	0
augustus_masked-SAKL0B-processed-gene-1.5	0	0	0
augustus_masked-SAKL0B-processed-gene-1.6	0	0	0
augustus_masked-SAKL0B-processed-gene-1.7	0	0	0
augustus_masked-SAKL0B-processed-gene-1.8	0	0	0
augustus_masked-SAKL0B-processed-gene-1.9	0	0	0
augustus_masked-SAKL0B-processed-gene-10.0	0	0	0
augustus_masked-SAKL0B-processed-gene-10.1	0	0	0
augustus_masked-SAKL0B-processed-gene-10.10	0	0	0
augustus_masked-SAKL0B-processed-gene-10.13	0	0	0
augustus_masked-SAKL0B-processed-gene-10.14	0	0	0
augustus_masked-SAKL0B-processed-gene-10.15	0	0	0
augustus_masked-SAKL0B-processed-gene-10.16	0	0	0
augustus_masked-SAKL0B-processed-gene-10.17	0	0	0
augustus_masked-SAKL0B-processed-gene-10.18	0	0	0
augustus_masked-SAKL0B-processed-gene-10.2	0	0	0
augustus_masked-SAKL0B-processed-gene-10.20	0	0	0
augustus_masked-SAKL0B-processed-gene-10.21	0	0	0
augustus_masked-SAKL0B-processed-gene-10.22	0	0	0
augustus_masked-SAKL0B-processed-gene-10.23	0	0	0
augustus_masked-SAKL0B-processed-gene-10.24	0	0	0
augustus_masked-SAKL0B-processed-gene-10.25	0	0	0
augustus_masked-SAKL0B-processed-gene-10.26	0	0	0
augustus_masked-SAKL0B-processed-gene-10.29	0	0	0
augustus_masked-SAKL0B-processed-gene-10.3	0	0	0
augustus_masked-SAKL0B-processed-gene-10.31	0	0	0
augustus_masked-SAKL0B-processed-gene-10.32	0	0	0
augustus_masked-SAKL0B-processed-gene-10.33	0	0	0
augustus_masked-SAKL0B-processed-gene-10.34	0	0	0
augustus_masked-SAKL0B-processed-gene-10.35	1	0.000362056480811006	327.047468578959
augustus_masked-SAKL0B-processed-gene-10.38	0	0	0
augustus_masked-SAKL0B-processed-gene-10.4	0	0	0
augustus_masked-SAKL0B-processed-gene-10.40	2	0.00240096038415366	2168.79977962806
augustus_masked-SAKL0B-processed-gene-10.41	0	0	0
augustus_masked-SAKL0B-processed-gene-10.42	0	0	0
augustus_masked-SAKL0B-processed-gene-10.43	1	0.000566251415628539	511.497796271283
augustus_masked-SAKL0B-processed-gene-10.44	0	0	0
augustus_masked-SAKL0B-processed-gene-10.45	0	0	0
augustus_masked-SAKL0B-processed-gene-10.46	0	0	0
augustus_masked-SAKL0B-processed-gene-10.47	0	0	0
augustus_masked-SAKL0B-processed-gene-10.49	0	0	0
augustus_masked-SAKL0B-processed-gene-10.5	0	0	0
augustus_masked-SAKL0B-processed-gene-10.6	0	0	0
